split,center_id,center_name,row_index,label,class_name
train,0,BCN,2154,2,BCC
train,0,BCN,2162,2,BCC
train,0,BCN,2164,0,MEL
train,0,BCN,2176,1,NV
train,0,BCN,2197,1,NV
train,0,BCN,2206,2,BCC
train,0,BCN,2210,0,MEL
train,0,BCN,2224,0,MEL
train,0,BCN,2227,0,MEL
train,0,BCN,2247,0,MEL
train,0,BCN,2249,2,BCC
train,0,BCN,2252,2,BCC
train,0,BCN,2255,0,MEL
train,0,BCN,2259,1,NV
train,0,BCN,2296,1,NV
train,0,BCN,2323,1,NV
train,0,BCN,2333,1,NV
train,0,BCN,2343,2,BCC
train,0,BCN,2354,2,BCC
train,0,BCN,2368,0,MEL
train,0,BCN,2369,1,NV
train,0,BCN,2370,2,BCC
train,0,BCN,2377,1,NV
train,0,BCN,2385,3,AK
train,0,BCN,2404,2,BCC
train,0,BCN,2406,0,MEL
train,0,BCN,2409,1,NV
train,0,BCN,2411,7,SCC
train,0,BCN,2412,4,BKL
train,0,BCN,2414,0,MEL
train,0,BCN,2421,1,NV
train,0,BCN,2439,7,SCC
train,0,BCN,2441,1,NV
train,0,BCN,2445,1,NV
train,0,BCN,2447,1,NV
train,0,BCN,2453,2,BCC
train,0,BCN,2456,0,MEL
train,0,BCN,2466,1,NV
train,0,BCN,2468,1,NV
train,0,BCN,2475,0,MEL
train,0,BCN,2484,7,SCC
train,0,BCN,2490,1,NV
train,0,BCN,2510,0,MEL
train,0,BCN,2527,1,NV
train,0,BCN,2528,1,NV
train,0,BCN,2539,1,NV
train,0,BCN,2561,6,VASC
train,0,BCN,2572,4,BKL
train,0,BCN,2577,2,BCC
train,0,BCN,2622,0,MEL
train,0,BCN,2624,0,MEL
train,0,BCN,2627,1,NV
train,0,BCN,2628,3,AK
train,0,BCN,2632,4,BKL
train,0,BCN,2637,0,MEL
train,0,BCN,2639,2,BCC
train,0,BCN,2662,1,NV
train,0,BCN,2678,2,BCC
train,0,BCN,2682,4,BKL
train,0,BCN,2709,2,BCC
train,0,BCN,2728,7,SCC
train,0,BCN,2750,1,NV
train,0,BCN,2766,2,BCC
train,0,BCN,2773,0,MEL
train,0,BCN,2788,1,NV
train,0,BCN,2791,0,MEL
train,0,BCN,2806,4,BKL
train,0,BCN,2818,3,AK
train,0,BCN,2825,1,NV
train,0,BCN,2848,0,MEL
train,0,BCN,2854,2,BCC
train,0,BCN,2855,1,NV
train,0,BCN,2862,0,MEL
train,0,BCN,2865,4,BKL
train,0,BCN,2877,2,BCC
train,0,BCN,2880,4,BKL
train,0,BCN,2882,1,NV
train,0,BCN,2886,1,NV
train,0,BCN,2894,1,NV
train,0,BCN,2897,1,NV
train,0,BCN,2906,2,BCC
train,0,BCN,2909,2,BCC
train,0,BCN,2913,4,BKL
train,0,BCN,2916,1,NV
train,0,BCN,2921,2,BCC
train,0,BCN,2943,2,BCC
train,0,BCN,2952,3,AK
train,0,BCN,2977,0,MEL
train,0,BCN,2988,2,BCC
train,0,BCN,2991,1,NV
train,0,BCN,3002,1,NV
train,0,BCN,3029,2,BCC
train,0,BCN,3040,4,BKL
train,0,BCN,3050,2,BCC
train,0,BCN,3052,1,NV
train,0,BCN,3067,2,BCC
train,0,BCN,3070,7,SCC
train,0,BCN,3071,0,MEL
train,0,BCN,3078,1,NV
train,0,BCN,3083,1,NV
train,0,BCN,3096,2,BCC
train,0,BCN,3100,0,MEL
train,0,BCN,3117,1,NV
train,0,BCN,3118,2,BCC
train,0,BCN,3124,0,MEL
train,0,BCN,3136,4,BKL
train,0,BCN,3143,1,NV
train,0,BCN,3144,2,BCC
train,0,BCN,3145,2,BCC
train,0,BCN,3147,4,BKL
train,0,BCN,3153,1,NV
train,0,BCN,3156,1,NV
train,0,BCN,3159,1,NV
train,0,BCN,3166,2,BCC
train,0,BCN,3176,1,NV
train,0,BCN,3177,2,BCC
train,0,BCN,3181,1,NV
train,0,BCN,3182,3,AK
train,0,BCN,3183,0,MEL
train,0,BCN,3200,0,MEL
train,0,BCN,3202,3,AK
train,0,BCN,3209,2,BCC
train,0,BCN,3238,1,NV
train,0,BCN,3253,7,SCC
train,0,BCN,3257,1,NV
train,0,BCN,3273,2,BCC
train,0,BCN,3276,1,NV
train,0,BCN,3278,1,NV
train,0,BCN,3300,0,MEL
train,0,BCN,3334,1,NV
train,0,BCN,3343,0,MEL
train,0,BCN,3352,2,BCC
train,0,BCN,3362,2,BCC
train,0,BCN,3365,5,DF
train,0,BCN,3366,2,BCC
train,0,BCN,3367,1,NV
train,0,BCN,3371,3,AK
train,0,BCN,3373,2,BCC
train,0,BCN,3377,1,NV
train,0,BCN,3379,1,NV
train,0,BCN,3393,0,MEL
train,0,BCN,3403,0,MEL
train,0,BCN,3404,2,BCC
train,0,BCN,3405,1,NV
train,0,BCN,3406,1,NV
train,0,BCN,3426,2,BCC
train,0,BCN,3436,0,MEL
train,0,BCN,3440,2,BCC
train,0,BCN,3475,0,MEL
train,0,BCN,3476,1,NV
train,0,BCN,3481,1,NV
train,0,BCN,3488,2,BCC
train,0,BCN,3493,4,BKL
train,0,BCN,3506,1,NV
train,0,BCN,3511,0,MEL
train,0,BCN,3514,3,AK
train,0,BCN,3518,2,BCC
train,0,BCN,3528,1,NV
train,0,BCN,3529,0,MEL
train,0,BCN,3549,1,NV
train,0,BCN,3595,0,MEL
train,0,BCN,3605,4,BKL
train,0,BCN,3611,6,VASC
train,0,BCN,3618,0,MEL
train,0,BCN,3637,2,BCC
train,0,BCN,3642,2,BCC
train,0,BCN,3663,2,BCC
train,0,BCN,3677,0,MEL
train,0,BCN,3695,2,BCC
train,0,BCN,3704,2,BCC
train,0,BCN,3705,1,NV
train,0,BCN,3709,0,MEL
train,0,BCN,3714,3,AK
train,0,BCN,3716,0,MEL
train,0,BCN,3736,2,BCC
train,0,BCN,3760,7,SCC
train,0,BCN,3763,7,SCC
train,0,BCN,3764,2,BCC
train,0,BCN,3767,1,NV
train,0,BCN,3774,1,NV
train,0,BCN,3777,1,NV
train,0,BCN,3788,2,BCC
train,0,BCN,3810,1,NV
train,0,BCN,3816,2,BCC
train,0,BCN,3821,0,MEL
train,0,BCN,3843,1,NV
train,0,BCN,3847,4,BKL
train,0,BCN,3853,3,AK
train,0,BCN,3870,1,NV
train,0,BCN,3876,2,BCC
train,0,BCN,3877,1,NV
train,0,BCN,3890,2,BCC
train,0,BCN,3912,4,BKL
train,0,BCN,3928,1,NV
train,0,BCN,3931,0,MEL
train,0,BCN,3934,7,SCC
train,0,BCN,3949,5,DF
train,0,BCN,3957,0,MEL
train,0,BCN,3962,1,NV
train,0,BCN,3965,3,AK
train,0,BCN,3990,1,NV
train,0,BCN,4000,0,MEL
train,0,BCN,4013,2,BCC
train,0,BCN,4016,0,MEL
train,0,BCN,4024,1,NV
train,0,BCN,4053,1,NV
train,0,BCN,4055,1,NV
train,0,BCN,4072,3,AK
train,0,BCN,4073,1,NV
train,0,BCN,4077,2,BCC
train,0,BCN,4081,4,BKL
train,0,BCN,4089,2,BCC
train,0,BCN,4099,2,BCC
train,0,BCN,4104,0,MEL
train,0,BCN,4110,3,AK
train,0,BCN,4128,0,MEL
train,0,BCN,4131,0,MEL
train,0,BCN,4175,0,MEL
train,0,BCN,4180,4,BKL
train,0,BCN,4187,1,NV
train,0,BCN,4189,1,NV
train,0,BCN,4199,2,BCC
train,0,BCN,4214,0,MEL
train,0,BCN,4215,1,NV
train,0,BCN,4219,1,NV
train,0,BCN,4236,2,BCC
train,0,BCN,4244,0,MEL
train,0,BCN,4249,3,AK
train,0,BCN,4250,0,MEL
train,0,BCN,4258,1,NV
train,0,BCN,4267,3,AK
train,0,BCN,4287,1,NV
train,0,BCN,4289,2,BCC
train,0,BCN,4293,2,BCC
train,0,BCN,4294,2,BCC
train,0,BCN,4316,1,NV
train,0,BCN,4319,4,BKL
train,0,BCN,4326,2,BCC
train,0,BCN,4329,4,BKL
train,0,BCN,4351,1,NV
train,0,BCN,4355,1,NV
train,0,BCN,4358,7,SCC
train,0,BCN,4359,1,NV
train,0,BCN,4362,0,MEL
train,0,BCN,4363,0,MEL
train,0,BCN,4372,1,NV
train,0,BCN,4379,0,MEL
train,0,BCN,4387,7,SCC
train,0,BCN,4393,1,NV
train,0,BCN,4400,2,BCC
train,0,BCN,4407,2,BCC
train,0,BCN,4413,1,NV
train,0,BCN,4425,0,MEL
train,0,BCN,4426,4,BKL
train,0,BCN,4439,0,MEL
train,0,BCN,4445,1,NV
train,0,BCN,4458,1,NV
train,0,BCN,4461,1,NV
train,0,BCN,4464,2,BCC
train,0,BCN,4465,4,BKL
train,0,BCN,4490,1,NV
train,0,BCN,4491,0,MEL
train,0,BCN,4496,0,MEL
train,0,BCN,4506,6,VASC
train,0,BCN,4521,0,MEL
train,0,BCN,4523,2,BCC
train,0,BCN,4544,1,NV
train,0,BCN,4553,2,BCC
train,0,BCN,4557,6,VASC
train,0,BCN,4566,3,AK
train,0,BCN,4578,0,MEL
train,0,BCN,4579,1,NV
train,0,BCN,4587,1,NV
train,0,BCN,4596,3,AK
train,0,BCN,4603,1,NV
train,0,BCN,4627,2,BCC
train,0,BCN,4652,0,MEL
train,0,BCN,4700,1,NV
train,0,BCN,4713,0,MEL
train,0,BCN,4722,0,MEL
train,0,BCN,4740,1,NV
train,0,BCN,4754,0,MEL
train,0,BCN,4821,4,BKL
train,0,BCN,4824,1,NV
train,0,BCN,4847,1,NV
train,0,BCN,4860,4,BKL
train,0,BCN,4865,0,MEL
train,0,BCN,4867,0,MEL
train,0,BCN,4873,5,DF
train,0,BCN,4874,0,MEL
train,0,BCN,4881,4,BKL
train,0,BCN,4883,3,AK
train,0,BCN,4886,1,NV
train,0,BCN,4887,2,BCC
train,0,BCN,4898,7,SCC
train,0,BCN,4911,4,BKL
train,0,BCN,4913,2,BCC
train,0,BCN,4918,3,AK
train,0,BCN,4930,2,BCC
train,0,BCN,4942,1,NV
train,0,BCN,4943,0,MEL
train,0,BCN,4959,4,BKL
train,0,BCN,4961,1,NV
train,0,BCN,4969,1,NV
train,0,BCN,4974,0,MEL
train,0,BCN,4975,0,MEL
train,0,BCN,4978,1,NV
train,0,BCN,4984,3,AK
train,0,BCN,4986,0,MEL
train,0,BCN,4987,2,BCC
train,0,BCN,5009,1,NV
train,0,BCN,5016,4,BKL
train,0,BCN,5024,1,NV
train,0,BCN,5026,4,BKL
train,0,BCN,5056,7,SCC
train,0,BCN,5063,1,NV
train,0,BCN,5064,2,BCC
train,0,BCN,5081,0,MEL
train,0,BCN,5092,0,MEL
train,0,BCN,5095,0,MEL
train,0,BCN,5112,4,BKL
train,0,BCN,5115,0,MEL
train,0,BCN,5119,5,DF
train,0,BCN,5125,0,MEL
train,0,BCN,5137,1,NV
train,0,BCN,5148,1,NV
train,0,BCN,5175,0,MEL
train,0,BCN,5206,7,SCC
train,0,BCN,5209,1,NV
train,0,BCN,5211,0,MEL
train,0,BCN,5220,2,BCC
train,0,BCN,5250,1,NV
train,0,BCN,5252,0,MEL
train,0,BCN,5257,1,NV
train,0,BCN,5258,0,MEL
train,0,BCN,5273,3,AK
train,0,BCN,5274,0,MEL
train,0,BCN,5286,0,MEL
train,0,BCN,5308,1,NV
train,0,BCN,5309,1,NV
train,0,BCN,5313,3,AK
train,0,BCN,5314,1,NV
train,0,BCN,5328,4,BKL
train,0,BCN,5330,0,MEL
train,0,BCN,5332,1,NV
train,0,BCN,5339,6,VASC
train,0,BCN,5345,2,BCC
train,0,BCN,5353,0,MEL
train,0,BCN,5361,2,BCC
train,0,BCN,5381,0,MEL
train,0,BCN,5388,4,BKL
train,0,BCN,5394,3,AK
train,0,BCN,5397,1,NV
train,0,BCN,5403,1,NV
train,0,BCN,5405,2,BCC
train,0,BCN,5409,1,NV
train,0,BCN,5420,0,MEL
train,0,BCN,5428,2,BCC
train,0,BCN,5434,2,BCC
train,0,BCN,5446,1,NV
train,0,BCN,5452,1,NV
train,0,BCN,5471,1,NV
train,0,BCN,5484,1,NV
train,0,BCN,5522,0,MEL
train,0,BCN,5547,4,BKL
train,0,BCN,5556,2,BCC
train,0,BCN,5570,2,BCC
train,0,BCN,5580,2,BCC
train,0,BCN,5582,2,BCC
train,0,BCN,5589,3,AK
train,0,BCN,5613,1,NV
train,0,BCN,5624,2,BCC
train,0,BCN,5641,4,BKL
train,0,BCN,5658,3,AK
train,0,BCN,5662,0,MEL
train,0,BCN,5680,1,NV
train,0,BCN,5696,1,NV
train,0,BCN,5708,2,BCC
train,0,BCN,5738,0,MEL
train,0,BCN,5744,0,MEL
train,0,BCN,5754,3,AK
train,0,BCN,5760,2,BCC
train,0,BCN,5766,1,NV
train,0,BCN,5782,1,NV
train,0,BCN,5791,1,NV
train,0,BCN,5800,0,MEL
train,0,BCN,5806,7,SCC
train,0,BCN,5808,1,NV
train,0,BCN,5820,1,NV
train,0,BCN,5835,1,NV
train,0,BCN,5844,2,BCC
train,0,BCN,5850,0,MEL
train,0,BCN,5853,1,NV
train,0,BCN,5866,0,MEL
train,0,BCN,5892,2,BCC
train,0,BCN,5898,1,NV
train,0,BCN,5917,3,AK
train,0,BCN,5926,7,SCC
train,0,BCN,5927,0,MEL
train,0,BCN,5938,2,BCC
train,0,BCN,5945,6,VASC
train,0,BCN,5952,3,AK
train,0,BCN,5954,1,NV
train,0,BCN,5967,1,NV
train,0,BCN,5968,0,MEL
train,0,BCN,5975,4,BKL
train,0,BCN,5998,0,MEL
train,0,BCN,6010,0,MEL
train,0,BCN,6017,0,MEL
train,0,BCN,6018,2,BCC
train,0,BCN,6021,2,BCC
train,0,BCN,6035,4,BKL
train,0,BCN,6055,1,NV
train,0,BCN,6071,1,NV
train,0,BCN,6080,1,NV
train,0,BCN,6086,0,MEL
train,0,BCN,6088,2,BCC
train,0,BCN,6089,0,MEL
train,0,BCN,6096,1,NV
train,0,BCN,6100,2,BCC
train,0,BCN,6114,1,NV
train,0,BCN,6115,0,MEL
train,0,BCN,6119,1,NV
train,0,BCN,6132,2,BCC
train,0,BCN,6138,1,NV
train,0,BCN,6141,1,NV
train,0,BCN,6157,7,SCC
train,0,BCN,6190,3,AK
train,0,BCN,6191,2,BCC
train,0,BCN,6213,0,MEL
train,0,BCN,6226,1,NV
train,0,BCN,6233,2,BCC
train,0,BCN,6249,3,AK
train,0,BCN,6256,4,BKL
train,0,BCN,6260,3,AK
train,0,BCN,6262,1,NV
train,0,BCN,6269,0,MEL
train,0,BCN,6279,7,SCC
train,0,BCN,6280,0,MEL
train,0,BCN,6293,2,BCC
train,0,BCN,6300,1,NV
train,0,BCN,6327,1,NV
train,0,BCN,6331,1,NV
train,0,BCN,6333,2,BCC
train,0,BCN,6338,2,BCC
train,0,BCN,6348,0,MEL
train,0,BCN,6363,0,MEL
train,0,BCN,6365,3,AK
train,0,BCN,6372,2,BCC
train,0,BCN,6378,0,MEL
train,0,BCN,6385,1,NV
train,0,BCN,6395,0,MEL
train,0,BCN,6407,1,NV
train,0,BCN,6416,1,NV
train,0,BCN,6418,3,AK
train,0,BCN,6438,2,BCC
train,0,BCN,6445,2,BCC
train,0,BCN,6448,0,MEL
train,0,BCN,6450,3,AK
train,0,BCN,6457,0,MEL
train,0,BCN,6458,2,BCC
train,0,BCN,6469,1,NV
train,0,BCN,6471,1,NV
train,0,BCN,6481,2,BCC
train,0,BCN,6484,0,MEL
train,0,BCN,6486,2,BCC
train,0,BCN,6487,2,BCC
train,0,BCN,6490,6,VASC
train,0,BCN,6497,1,NV
train,0,BCN,6518,1,NV
train,0,BCN,6523,2,BCC
train,0,BCN,6530,4,BKL
train,0,BCN,6535,1,NV
train,0,BCN,6537,2,BCC
train,0,BCN,6539,1,NV
train,0,BCN,6540,1,NV
train,0,BCN,6550,1,NV
train,0,BCN,6556,0,MEL
train,0,BCN,6559,2,BCC
train,0,BCN,6569,2,BCC
train,0,BCN,6590,3,AK
train,0,BCN,6594,0,MEL
train,0,BCN,6596,1,NV
train,0,BCN,6602,3,AK
train,0,BCN,6603,1,NV
train,0,BCN,6610,7,SCC
train,0,BCN,6626,1,NV
train,0,BCN,6627,1,NV
train,0,BCN,6636,2,BCC
train,0,BCN,6641,0,MEL
train,0,BCN,6653,0,MEL
train,0,BCN,6655,2,BCC
train,0,BCN,6684,2,BCC
train,0,BCN,6689,2,BCC
train,0,BCN,6706,2,BCC
train,0,BCN,6710,0,MEL
train,0,BCN,6711,0,MEL
train,0,BCN,6729,1,NV
train,0,BCN,6749,1,NV
train,0,BCN,6764,0,MEL
train,0,BCN,6779,0,MEL
train,0,BCN,6788,2,BCC
train,0,BCN,6800,2,BCC
train,0,BCN,6809,1,NV
train,0,BCN,6826,1,NV
train,0,BCN,6829,1,NV
train,0,BCN,6872,1,NV
train,0,BCN,6879,1,NV
train,0,BCN,6882,2,BCC
train,0,BCN,6917,1,NV
train,0,BCN,6922,1,NV
train,0,BCN,6925,0,MEL
train,0,BCN,6938,1,NV
train,0,BCN,6940,1,NV
train,0,BCN,6943,2,BCC
train,0,BCN,6948,0,MEL
train,0,BCN,6969,2,BCC
train,0,BCN,6976,0,MEL
train,0,BCN,6987,1,NV
train,0,BCN,6999,2,BCC
train,0,BCN,7000,4,BKL
train,0,BCN,7017,0,MEL
train,0,BCN,7036,1,NV
train,0,BCN,7044,1,NV
train,0,BCN,7049,2,BCC
train,0,BCN,7060,4,BKL
train,0,BCN,7066,0,MEL
train,0,BCN,7079,7,SCC
train,0,BCN,7132,2,BCC
train,0,BCN,7159,1,NV
train,0,BCN,7160,1,NV
train,0,BCN,7164,1,NV
train,0,BCN,7166,0,MEL
train,0,BCN,7173,4,BKL
train,0,BCN,7180,0,MEL
train,0,BCN,7188,1,NV
train,0,BCN,7197,1,NV
train,0,BCN,7198,0,MEL
train,0,BCN,7205,2,BCC
train,0,BCN,7213,2,BCC
train,0,BCN,7222,1,NV
train,0,BCN,7228,0,MEL
train,0,BCN,7235,4,BKL
train,0,BCN,7239,1,NV
train,0,BCN,7242,1,NV
train,0,BCN,7246,3,AK
train,0,BCN,7270,1,NV
train,0,BCN,7271,0,MEL
train,0,BCN,7272,1,NV
train,0,BCN,7273,2,BCC
train,0,BCN,7278,0,MEL
train,0,BCN,7286,2,BCC
train,0,BCN,7290,1,NV
train,0,BCN,7303,2,BCC
train,0,BCN,7305,1,NV
train,0,BCN,7309,2,BCC
train,0,BCN,7311,6,VASC
train,0,BCN,7320,3,AK
train,0,BCN,7323,2,BCC
train,0,BCN,7341,4,BKL
train,0,BCN,7343,2,BCC
train,0,BCN,7366,1,NV
train,0,BCN,7394,0,MEL
train,0,BCN,7400,2,BCC
train,0,BCN,7427,0,MEL
train,0,BCN,7433,0,MEL
train,0,BCN,7451,1,NV
train,0,BCN,7461,5,DF
train,0,BCN,7465,0,MEL
train,0,BCN,7480,3,AK
train,0,BCN,7490,0,MEL
train,0,BCN,7491,1,NV
train,0,BCN,7492,1,NV
train,0,BCN,7499,2,BCC
train,0,BCN,7502,4,BKL
train,0,BCN,7527,1,NV
train,0,BCN,7538,2,BCC
train,0,BCN,7543,0,MEL
train,0,BCN,7545,1,NV
train,0,BCN,7557,1,NV
train,0,BCN,7560,1,NV
train,0,BCN,7607,2,BCC
train,0,BCN,7612,1,NV
train,0,BCN,7621,1,NV
train,0,BCN,7636,4,BKL
train,0,BCN,7658,0,MEL
train,0,BCN,7662,1,NV
train,0,BCN,7665,0,MEL
train,0,BCN,7670,4,BKL
train,0,BCN,7676,1,NV
train,0,BCN,7689,0,MEL
train,0,BCN,7698,1,NV
train,0,BCN,7702,2,BCC
train,0,BCN,7710,4,BKL
train,0,BCN,7722,1,NV
train,0,BCN,7735,1,NV
train,0,BCN,7737,1,NV
train,0,BCN,7759,3,AK
train,0,BCN,7762,7,SCC
train,0,BCN,7764,1,NV
train,0,BCN,7780,2,BCC
train,0,BCN,7787,0,MEL
train,0,BCN,7789,2,BCC
train,0,BCN,7807,4,BKL
train,0,BCN,7834,4,BKL
train,0,BCN,7854,1,NV
train,0,BCN,7857,2,BCC
train,0,BCN,7871,3,AK
train,0,BCN,7877,1,NV
train,0,BCN,7901,2,BCC
train,0,BCN,7910,1,NV
train,0,BCN,7914,5,DF
train,0,BCN,7917,0,MEL
train,0,BCN,7925,2,BCC
train,0,BCN,7938,1,NV
train,0,BCN,7978,2,BCC
train,0,BCN,7990,7,SCC
train,0,BCN,7995,1,NV
train,0,BCN,7997,1,NV
train,0,BCN,8002,1,NV
train,0,BCN,8017,1,NV
train,0,BCN,8020,1,NV
train,0,BCN,8033,2,BCC
train,0,BCN,8035,0,MEL
train,0,BCN,8046,1,NV
train,0,BCN,8053,1,NV
train,0,BCN,8057,0,MEL
train,0,BCN,8063,3,AK
train,0,BCN,8081,2,BCC
train,0,BCN,8091,1,NV
train,0,BCN,8099,3,AK
train,0,BCN,8102,0,MEL
train,0,BCN,8107,0,MEL
train,0,BCN,8118,2,BCC
train,0,BCN,8122,4,BKL
train,0,BCN,8126,2,BCC
train,0,BCN,8142,2,BCC
train,0,BCN,8146,2,BCC
train,0,BCN,8149,4,BKL
train,0,BCN,8151,1,NV
train,0,BCN,8163,7,SCC
train,0,BCN,8181,2,BCC
train,0,BCN,8188,1,NV
