split,row_index,center,label
train,185,0,1
train,186,0,2
train,187,0,3
train,188,0,2
train,189,0,1
train,190,0,4
train,191,0,2
train,192,0,4
train,193,0,2
train,194,0,4
train,195,0,0
train,196,0,2
train,197,0,0
train,198,0,1
train,199,0,1
train,200,0,1
train,201,0,0
train,202,0,0
train,203,0,2
train,204,0,2
train,205,0,2
train,206,0,1
train,207,0,2
train,208,0,4
train,209,0,1
train,210,0,0
train,211,0,0
train,212,0,2
train,213,0,2
train,214,0,2
train,215,0,4
train,216,0,0
train,217,0,2
train,218,0,3
train,219,0,4
train,220,0,0
train,221,0,0
train,222,0,2
train,223,0,1
train,224,0,1
train,225,0,2
train,226,0,3
train,227,0,1
train,228,0,2
train,229,0,0
train,230,0,0
train,231,0,3
train,232,0,0
train,233,0,2
train,234,0,0
train,235,0,3
train,236,0,1
train,237,0,5
train,238,0,2
train,239,0,1
train,240,0,1
train,241,0,2
train,242,0,4
train,243,0,4
train,244,0,0
train,245,0,2
train,246,0,1
train,247,0,0
train,248,0,1
train,249,0,1
train,250,0,3
train,251,0,1
train,252,0,1
train,253,0,0
train,254,0,0
train,255,0,2
train,256,0,0
train,257,0,2
train,258,0,3
train,259,0,2
train,260,0,2
train,261,0,0
train,262,0,4
train,263,0,0
train,264,0,1
train,265,0,1
train,266,0,1
train,267,0,2
train,268,0,5
train,269,0,2
train,270,0,0
train,271,0,0
train,272,0,0
train,273,0,2
train,274,0,7
train,275,0,1
train,276,0,3
train,277,0,3
train,278,0,1
train,279,0,1
train,280,0,4
train,281,0,4
train,282,0,1
train,283,0,3
train,284,0,4
train,285,0,4
train,286,0,1
train,287,0,1
train,288,0,1
train,289,0,7
train,290,0,3
train,291,0,0
train,292,0,2
train,293,0,1
train,294,0,0
train,295,0,1
train,296,0,1
train,297,0,0
train,298,0,3
train,299,0,2
train,300,0,1
train,301,0,0
train,302,0,4
train,303,0,2
train,304,0,0
train,305,0,2
train,306,0,0
train,307,0,2
train,308,0,2
train,309,0,0
train,310,0,3
train,311,0,1
train,312,0,4
train,313,0,4
train,314,0,4
train,315,0,4
train,316,0,2
train,317,0,2
train,318,0,2
train,319,0,4
train,320,0,4
train,321,0,1
train,322,0,1
train,323,0,0
train,324,0,1
train,325,0,1
train,326,0,2
train,327,0,0
train,328,0,0
train,329,0,1
train,330,0,1
train,331,0,1
train,332,0,2
train,333,0,0
train,334,0,2
train,335,0,0
train,336,0,4
train,337,0,1
train,338,0,1
train,339,0,1
train,340,0,1
train,341,0,1
train,342,0,2
train,343,0,1
train,344,0,2
train,345,0,1
train,346,0,4
train,347,0,0
train,348,0,1
train,349,0,3
train,350,0,0
train,351,0,2
train,352,0,1
train,353,0,0
train,354,0,4
train,355,0,3
train,356,0,3
train,357,0,2
train,358,0,7
train,359,0,7
train,360,0,0
train,361,0,0
train,362,0,3
train,363,0,0
train,364,0,3
train,365,0,2
train,366,0,0
train,367,0,1
train,368,0,4
train,369,0,0
train,370,0,4
train,371,0,3
train,372,0,1
train,373,0,2
train,374,0,2
train,375,0,0
train,376,0,1
train,377,0,3
train,378,0,1
train,379,0,2
train,380,0,2
train,381,0,1
train,382,0,1
train,383,0,0
train,384,0,0
train,385,0,0
train,386,0,1
train,387,0,1
train,388,0,7
train,389,0,0
train,390,0,2
train,391,0,0
train,392,0,4
train,393,0,0
train,394,0,1
train,395,0,1
train,396,0,3
train,397,0,1
train,398,0,0
train,399,0,1
train,400,0,1
train,401,0,0
train,402,0,0
train,403,0,2
train,404,0,0
train,405,0,0
train,406,0,1
train,407,0,0
train,408,0,4
train,409,0,4
train,410,0,1
train,411,0,0
train,412,0,0
train,413,0,0
train,414,0,7
train,415,0,0
train,416,0,1
train,417,0,2
train,418,0,1
train,419,0,5
train,420,0,0
train,421,0,2
train,422,0,2
train,423,0,0
train,424,0,4
train,425,0,0
train,426,0,0
train,427,0,1
train,428,0,2
train,429,0,1
train,430,0,1
train,431,0,1
train,432,0,1
train,433,0,1
train,434,0,3
train,435,0,0
train,436,0,0
train,437,0,2
train,438,0,0
train,439,0,2
train,440,0,0
train,441,0,4
train,442,0,2
train,443,0,1
train,444,0,0
train,445,0,1
train,446,0,1
train,447,0,2
train,448,0,0
train,449,0,3
train,450,0,2
train,451,0,4
train,452,0,4
train,453,0,2
train,454,0,2
train,455,0,1
train,456,0,0
train,457,0,2
train,458,0,5
train,459,0,2
train,460,0,4
train,461,0,2
train,462,0,2
train,463,0,3
train,464,0,0
train,465,0,3
train,466,0,3
train,467,0,2
train,468,0,2
train,469,0,0
train,470,0,0
train,471,0,2
train,472,0,0
train,473,0,0
train,474,0,2
train,475,0,2
train,476,0,1
train,477,0,4
train,478,0,0
train,479,0,1
train,480,0,0
train,481,0,1
train,482,0,1
train,483,0,0
train,484,0,0
train,485,0,1
train,486,0,2
train,487,0,3
train,488,0,1
train,489,0,0
train,490,0,1
train,491,0,1
train,492,0,4
train,493,0,0
train,494,0,2
train,495,0,0
train,496,0,1
train,497,0,2
train,498,0,0
train,499,0,0
train,500,0,2
train,501,0,4
train,502,0,1
train,503,0,3
train,504,0,2
train,505,0,2
train,506,0,1
train,507,0,1
train,508,0,4
train,509,0,2
train,510,0,0
train,511,0,1
train,512,0,3
train,513,0,0
train,514,0,1
train,515,0,1
train,516,0,2
train,517,0,2
train,518,0,2
train,519,0,1
train,520,0,4
train,521,0,0
train,522,0,0
train,523,0,3
train,524,0,7
train,525,0,1
train,526,0,4
train,527,0,1
train,528,0,2
train,529,0,2
train,530,0,3
train,531,0,1
train,532,0,3
train,533,0,1
train,534,0,2
train,535,0,4
train,536,0,0
train,537,0,0
train,538,0,1
train,539,0,0
train,540,0,0
train,541,0,1
train,542,0,1
train,543,0,0
train,544,0,2
train,545,0,0
train,546,0,1
train,547,0,1
train,548,0,2
train,549,0,2
train,550,0,0
train,551,0,0
train,552,0,4
train,553,0,2
train,554,0,0
train,555,0,2
train,556,0,0
train,557,0,4
train,558,0,1
train,559,0,1
train,560,0,2
train,561,0,1
train,562,0,1
train,563,0,0
train,564,0,0
train,565,0,0
train,566,0,5
train,567,0,2
train,568,0,7
train,569,0,1
train,570,0,1
train,571,0,1
train,572,0,0
train,573,0,3
train,574,0,7
train,575,0,0
train,576,0,2
train,577,0,4
train,578,0,2
train,579,0,2
train,580,0,7
train,581,0,1
train,582,0,1
train,583,0,0
train,584,0,2
train,585,0,0
train,586,0,0
train,587,0,1
train,588,0,2
train,589,0,0
train,590,0,0
train,591,0,2
train,592,0,0
train,593,0,2
train,594,0,2
train,595,0,1
train,596,0,0
train,597,0,1
train,598,0,1
train,599,0,7
train,600,0,1
train,601,0,0
train,602,0,4
train,603,0,0
train,604,0,5
train,605,0,1
train,606,0,1
train,607,0,1
train,608,0,4
train,609,0,2
train,610,0,0
train,611,0,4
train,612,0,0
train,613,0,4
train,614,0,2
train,615,0,4
train,616,0,0
train,617,0,0
train,618,0,0
train,619,0,1
train,620,0,0
train,621,0,5
train,622,0,4
train,623,0,0
train,624,0,3
train,625,0,3
train,626,0,1
train,627,0,4
train,628,0,1
train,629,0,0
train,630,0,0
train,631,0,0
train,632,0,0
train,633,0,2
train,634,0,2
train,635,0,0
train,636,0,4
train,637,0,1
train,638,0,1
train,639,0,1
train,640,0,2
train,641,0,2
train,642,0,0
train,643,0,2
train,644,0,1
train,645,0,7
train,646,0,3
train,647,0,1
train,648,0,1
train,649,0,0
train,650,0,0
train,651,0,1
train,652,0,1
train,653,0,2
train,654,0,1
train,655,0,1
train,656,0,4
train,657,0,0
train,658,0,0
train,659,0,0
train,660,0,1
train,661,0,1
train,662,0,1
train,663,0,3
train,664,0,2
train,665,0,0
train,666,0,3
train,667,0,0
train,668,0,1
train,669,0,2
train,670,0,0
train,671,0,0
train,672,0,0
train,673,0,1
train,674,0,2
train,675,0,1
train,676,0,0
train,677,0,4
train,678,0,0
train,679,0,0
train,680,0,0
train,681,0,0
train,682,0,1
train,683,0,4
train,684,0,1
train,685,0,1
train,686,0,1
train,687,0,4
train,688,0,0
train,689,0,4
train,690,0,1
train,691,0,0
train,692,0,0
train,693,0,2
train,694,0,3
train,695,0,1
train,696,0,1
train,697,0,0
train,698,0,1
train,699,0,1
train,700,0,4
train,701,0,2
train,702,0,1
train,703,0,2
train,704,0,1
train,705,0,1
train,706,0,0
train,707,0,3
train,708,0,1
train,709,0,1
train,710,0,1
train,711,0,1
train,712,0,1
train,713,0,1
train,714,0,1
train,715,0,4
train,716,0,1
train,717,0,2
train,718,0,4
train,719,0,2
train,720,0,3
train,721,0,5
train,722,0,0
train,723,0,1
train,724,0,4
train,725,0,0
train,726,0,4
train,727,0,1
train,728,0,2
train,729,0,2
train,730,0,7
train,731,0,2
train,732,0,1
train,733,0,1
train,734,0,2
train,735,0,2
train,736,0,1
train,737,0,6
train,738,0,1
train,739,0,2
train,740,0,0
train,741,0,2
train,742,0,2
train,743,0,1
train,744,0,0
train,745,0,0
train,746,0,2
train,747,0,3
train,748,0,1
train,749,0,1
train,750,0,0
train,751,0,0
train,752,0,0
train,753,0,1
train,754,0,1
train,755,0,0
train,756,0,4
train,757,0,0
train,758,0,1
train,759,0,2
train,760,0,0
train,761,0,3
train,762,0,2
train,763,0,0
train,764,0,0
train,765,0,1
train,766,0,1
train,767,0,0
train,768,0,2
train,769,0,0
train,770,0,2
train,771,0,3
train,772,0,0
train,773,0,0
train,774,0,4
train,775,0,1
train,776,0,2
train,777,0,2
train,778,0,2
train,779,0,3
train,780,0,3
train,781,0,1
train,782,0,0
train,783,0,2
train,784,0,4
train,785,0,0
train,786,0,0
train,787,0,0
train,788,0,1
train,789,0,0
train,790,0,7
train,791,0,4
train,792,0,0
train,793,0,0
train,794,0,4
train,795,0,5
train,796,0,1
train,797,0,0
train,798,0,0
train,799,0,0
train,800,0,4
train,801,0,0
train,802,0,2
train,803,0,2
train,804,0,2
train,805,0,1
train,806,0,2
train,807,0,0
train,808,0,1
train,809,0,2
train,810,0,2
train,811,0,0
train,812,0,1
train,813,0,4
train,814,0,0
train,815,0,0
train,816,0,1
train,817,0,4
train,818,0,1
train,819,0,1
train,820,0,2
train,821,0,4
train,822,0,0
train,823,0,0
train,824,0,0
train,825,0,1
train,826,0,1
train,827,0,2
train,828,0,0
train,829,0,0
train,830,0,3
train,831,0,3
train,832,0,1
train,833,0,4
train,834,0,2
train,835,0,1
train,836,0,2
train,837,0,0
train,838,0,0
train,839,0,0
train,840,0,2
train,841,0,1
train,842,0,0
train,843,0,0
train,844,0,2
train,845,0,2
train,846,0,0
train,847,0,1
train,848,0,3
train,849,0,0
train,850,0,1
train,851,0,2
train,852,0,1
train,853,0,0
train,854,0,0
train,855,0,2
train,856,0,0
train,857,0,1
train,858,0,7
train,859,0,2
train,860,0,1
train,861,0,0
train,862,0,4
train,863,0,2
train,864,0,1
train,865,0,1
train,866,0,4
train,867,0,4
train,868,0,1
train,869,0,0
train,870,0,1
train,871,0,2
train,872,0,2
train,873,0,0
train,874,0,1
train,875,0,3
train,876,0,1
train,877,0,0
train,878,0,1
train,879,0,2
train,880,0,1
train,881,0,2
train,882,0,1
train,883,0,3
train,884,0,4
train,885,0,2
train,886,0,2
train,887,0,1
train,888,0,1
train,889,0,3
train,890,0,1
train,891,0,3
train,892,0,1
train,893,0,1
train,894,0,2
train,895,0,5
train,896,0,0
train,897,0,1
train,898,0,0
train,899,0,1
train,900,0,1
train,901,0,2
train,902,0,1
train,903,0,7
train,904,0,1
train,905,0,2
train,906,0,7
train,907,0,2
train,908,0,2
train,909,0,1
train,910,0,1
train,911,0,4
train,912,0,4
train,913,0,1
train,914,0,1
train,915,0,2
train,916,0,0
train,917,0,4
train,918,0,4
train,919,0,2
train,920,0,0
train,921,0,4
train,922,0,0
train,923,0,1
train,924,0,7
train,925,0,1
train,926,0,7
train,927,0,1
train,928,0,7
train,929,0,2
train,930,0,1
train,931,0,4
train,932,0,1
train,933,0,1
train,934,0,1
train,935,0,2
train,936,0,0
train,937,0,1
train,938,0,0
train,939,0,3
train,940,0,1
train,941,0,1
train,942,0,0
train,943,0,2
train,944,0,0
train,945,0,1
train,946,0,1
train,947,0,2
train,948,0,4
train,949,0,2
train,950,0,7
train,951,0,0
train,952,0,1
train,953,0,4
train,954,0,0
train,955,0,1
train,956,0,0
train,957,0,1
train,958,0,1
train,959,0,4
train,960,0,1
train,961,0,1
train,962,0,1
train,963,0,1
train,964,0,1
train,965,0,1
train,966,0,1
train,967,0,3
train,968,0,1
train,969,0,0
train,970,0,1
train,971,0,1
train,972,0,3
train,973,0,1
train,974,0,4
train,975,0,1
train,976,0,2
train,977,0,0
train,978,0,7
train,979,0,1
train,980,0,2
train,981,0,2
train,982,0,2
train,983,0,3
train,984,0,0
train,985,0,2
train,986,0,4
train,987,0,0
train,988,0,5
train,989,0,1
train,990,0,3
train,991,0,1
train,992,0,2
train,993,0,0
train,994,0,7
train,995,0,1
train,996,0,1
train,997,0,2
train,998,0,0
train,999,0,1
train,1000,0,7
train,1001,0,1
train,1002,0,2
train,1003,0,0
train,1004,0,1
train,1005,0,2
train,1006,0,2
train,1007,0,3
train,1008,0,0
train,1009,0,1
train,1010,0,2
train,1011,0,1
train,1012,0,1
train,1013,0,0
train,1014,0,3
train,1015,0,3
train,1016,0,1
train,1017,0,4
train,1018,0,2
train,1019,0,4
train,1020,0,0
train,1021,0,1
train,1022,0,2
train,1023,0,1
train,1024,0,0
train,1025,0,0
train,1026,0,7
train,1027,0,4
train,1028,0,1
train,1029,0,0
train,1030,0,0
train,1031,0,1
train,1032,0,7
train,1033,0,0
train,1034,0,2
train,1035,0,2
train,1036,0,4
train,1037,0,0
train,1038,0,2
train,1039,0,4
train,1040,0,1
train,1041,0,1
train,1042,0,1
train,1043,0,7
train,1044,0,6
train,1045,0,4
train,1046,0,2
train,1047,0,0
train,1048,0,0
train,1049,0,1
train,1050,0,1
train,1051,0,0
train,1052,0,1
train,1053,0,1
train,1054,0,0
train,1055,0,1
train,1056,0,0
train,1057,0,1
train,1058,0,1
train,1059,0,1
train,1060,0,4
train,1061,0,1
train,1062,0,2
train,1063,0,0
train,1064,0,0
train,1065,0,0
train,1066,0,1
train,1067,0,1
train,1068,0,3
train,1069,0,5
train,1070,0,0
train,1071,0,3
train,1072,0,7
train,1073,0,4
train,1074,0,0
train,1075,0,2
train,1076,0,0
train,1077,0,2
train,1078,0,1
train,1079,0,4
train,1080,0,0
train,1081,0,2
train,1082,0,0
train,1083,0,0
train,1084,0,5
train,1085,0,4
train,1086,0,1
train,1087,0,1
train,1088,0,1
train,1089,0,3
train,1090,0,0
train,1091,0,1
train,1092,0,2
train,1093,0,7
train,1094,0,1
train,1095,0,1
train,1096,0,2
train,1097,0,1
train,1098,0,2
train,1099,0,6
train,1100,0,1
train,1101,0,4
train,1102,0,1
train,1103,0,1
train,1104,0,0
train,1105,0,4
train,1106,0,7
train,1107,0,2
train,1108,0,1
train,1109,0,0
train,1110,0,1
train,1111,0,4
train,1112,0,0
train,1113,0,2
train,1114,0,2
train,1115,0,2
train,1116,0,4
train,1117,0,4
train,1118,0,2
train,1119,0,1
train,1120,0,0
train,1121,0,6
train,1122,0,2
train,1123,0,1
train,1124,0,1
train,1125,0,2
train,1126,0,2
train,1127,0,3
train,1128,0,4
train,1129,0,4
train,1130,0,1
train,1131,0,1
train,1132,0,2
train,1133,0,4
train,1134,0,1
train,1135,0,4
train,1136,0,2
train,1137,0,0
train,1138,0,2
train,1139,0,3
train,1140,0,2
train,1141,0,1
train,1142,0,1
train,1143,0,1
train,1144,0,1
train,1145,0,4
train,1146,0,0
train,1147,0,0
train,1148,0,1
train,1149,0,0
train,1150,0,7
train,1151,0,4
train,1152,0,7
train,1153,0,0
train,1154,0,1
train,1155,0,0
train,1156,0,2
train,1157,0,1
train,1158,0,0
train,1159,0,1
train,1160,0,0
train,1161,0,1
train,1162,0,4
train,1163,0,2
train,1164,0,1
train,1165,0,1
train,1166,0,2
train,1167,0,7
train,1168,0,0
train,1169,0,0
train,1170,0,4
train,1171,0,1
train,1172,0,2
train,1173,0,1
train,1174,0,7
train,1175,0,1
train,1176,0,0
train,1177,0,1
train,1178,0,0
train,1179,0,0
train,1180,0,0
train,1181,0,1
train,1182,0,1
train,1183,0,1
train,1184,0,7
train,1185,0,1
train,1186,0,0
train,1187,0,1
train,1188,0,2
train,1189,0,1
train,1190,0,0
train,1191,0,4
train,1192,0,4
train,1193,0,2
train,1194,0,4
train,1195,0,0
train,1196,0,2
train,1197,0,0
train,1198,0,1
train,1199,0,0
train,1200,0,2
train,1201,0,1
train,1202,0,0
train,1203,0,1
train,1204,0,1
train,1205,0,2
train,1206,0,2
train,1207,0,1
train,1208,0,2
train,1209,0,2
train,1210,0,1
train,1211,0,4
train,1212,0,3
train,1213,0,7
train,1214,0,4
train,1215,0,1
train,1216,0,1
train,1217,0,0
train,1218,0,3
train,1219,0,0
train,1220,0,3
train,1221,0,4
train,1222,0,3
train,1223,0,0
train,1224,0,2
train,1225,0,4
train,1226,0,1
train,1227,0,3
train,1228,0,1
train,1229,0,2
train,1230,0,1
train,1231,0,0
train,1232,0,0
train,1233,0,1
train,1234,0,0
train,1235,0,1
train,1236,0,1
train,1237,0,1
train,1238,0,0
train,1239,0,0
train,1240,0,4
train,1241,0,1
train,1242,0,2
train,1243,0,0
train,1244,0,3
train,1245,0,1
train,1246,0,6
train,1247,0,2
train,1248,0,2
train,1249,0,1
train,1250,0,2
train,1251,0,1
train,1252,0,4
train,1253,0,2
train,1254,0,3
train,1255,0,2
train,1256,0,3
train,1257,0,3
train,1258,0,0
train,1259,0,0
train,1260,0,4
train,1261,0,0
train,1262,0,1
train,1263,0,2
train,1264,0,2
train,1265,0,0
train,1266,0,1
train,1267,0,2
train,1268,0,1
train,1269,0,4
train,1270,0,1
train,1271,0,2
train,1272,0,1
train,1273,0,2
train,1274,0,1
train,1275,0,0
train,1276,0,2
train,1277,0,2
train,1278,0,4
train,1279,0,4
train,1280,0,1
train,1281,0,0
train,1282,0,1
train,1283,0,3
train,1284,0,2
train,1285,0,1
train,1286,0,1
train,1287,0,7
train,1288,0,1
train,1289,0,1
train,1290,0,1
train,1291,0,3
train,1292,0,1
train,1293,0,2
train,1294,0,0
train,1295,0,1
train,1296,0,2
train,1297,0,0
train,1298,0,4
train,1299,0,0
train,1300,0,0
train,1301,0,4
train,1302,0,7
train,1303,0,0
train,1304,0,0
train,1305,0,2
train,1306,0,2
train,1307,0,4
train,1308,0,2
train,1309,0,1
train,1310,0,1
train,1311,0,1
train,1312,0,0
train,1313,0,0
train,1314,0,3
train,1315,0,0
train,1316,0,2
train,1317,0,1
train,1318,0,0
train,1319,0,3
train,1320,0,2
train,1321,0,0
train,1322,0,1
train,1323,0,1
train,1324,0,2
train,1325,0,2
train,1326,0,7
train,1327,0,7
train,1328,0,1
train,1329,0,1
train,1330,0,1
train,1331,0,4
train,1332,0,0
train,1333,0,4
train,1334,0,1
train,1335,0,2
train,1336,0,4
train,1337,0,3
train,1338,0,0
train,1339,0,4
train,1340,0,1
train,1341,0,3
train,1342,0,0
train,1343,0,1
train,1344,0,2
train,1345,0,1
train,1346,0,0
train,1347,0,1
train,1348,0,0
train,1349,0,0
train,1350,0,1
train,1351,0,0
train,1352,0,2
train,1353,0,1
train,1354,0,0
train,1355,0,3
train,1356,0,2
train,1357,0,1
train,1358,0,1
train,1359,0,1
train,1360,0,2
train,1361,0,4
train,1362,0,2
train,1363,0,2
train,1364,0,0
train,1365,0,1
train,1366,0,5
train,1367,0,2
train,1368,0,2
train,1369,0,7
train,1370,0,1
train,1371,0,2
train,1372,0,1
train,1373,0,2
train,1374,0,1
train,1375,0,1
train,1376,0,2
train,1377,0,0
train,1378,0,1
train,1379,0,2
train,1380,0,1
train,1381,0,6
train,1382,0,1
train,1383,0,0
train,1384,0,0
train,1385,0,4
train,1386,0,2
train,1387,0,0
train,1388,0,0
train,1389,0,2
train,1390,0,0
train,1391,0,2
train,1392,0,0
train,1393,0,2
train,1394,0,1
train,1395,0,2
train,1396,0,2
train,1397,0,7
train,1398,0,1
train,1399,0,2
train,1400,0,2
train,1401,0,1
train,1402,0,1
train,1403,0,2
train,1404,0,4
train,1405,0,2
train,1406,0,0
train,1407,0,2
train,1408,0,2
train,1409,0,2
train,1410,0,1
train,1411,0,1
train,1412,0,0
train,1413,0,4
train,1414,0,2
train,1415,0,1
train,1416,0,0
train,1417,0,2
train,1418,0,1
train,1419,0,2
train,1420,0,0
train,1421,0,0
train,1422,0,3
train,1423,0,1
train,1424,0,1
train,1425,0,1
train,1426,0,4
train,1427,0,3
train,1428,0,1
train,1429,0,0
train,1430,0,2
train,1431,0,1
train,1432,0,1
train,1433,0,1
train,1434,0,2
train,1435,0,0
train,1436,0,1
train,1437,0,0
train,1438,0,4
train,1439,0,2
train,1440,0,1
train,1441,0,2
train,1442,0,0
train,1443,0,1
train,1444,0,1
train,1445,0,0
train,1446,0,0
train,1447,0,2
train,1448,0,1
train,1449,0,1
train,1450,0,1
train,1451,0,3
train,1452,0,0
train,1453,0,0
train,1454,0,1
train,1455,0,0
train,1456,0,4
train,1457,0,1
train,1458,0,1
train,1459,0,4
train,1460,0,1
train,1461,0,1
train,1462,0,1
train,1463,0,1
train,1464,0,3
train,1465,0,0
train,1466,0,0
train,1467,0,1
train,1468,0,4
train,1469,0,1
train,1470,0,4
train,1471,0,1
train,1472,0,3
train,1473,0,4
train,1474,0,0
train,1475,0,1
train,1476,0,3
train,1477,0,0
train,1478,0,4
train,1479,0,4
train,1480,0,1
train,1481,0,1
train,1482,0,0
train,1483,0,1
train,1484,0,4
train,1485,0,7
train,1486,0,1
train,1487,0,2
train,1488,0,2
train,1489,0,4
train,1490,0,1
train,1491,0,1
train,1492,0,3
train,1493,0,1
train,1494,0,4
train,1495,0,2
train,1496,0,2
train,1497,0,1
train,1498,0,2
train,1499,0,1
train,1500,0,0
train,1501,0,0
train,1502,0,0
train,1503,0,4
train,1504,0,1
train,1505,0,2
train,1506,0,1
train,1507,0,1
train,1508,0,1
train,1509,0,0
train,1510,0,2
train,1511,0,1
train,1512,0,3
train,1513,0,2
train,1514,0,2
train,1515,0,0
train,1516,0,0
train,1517,0,2
train,1518,0,1
train,1519,0,4
train,1520,0,1
train,1521,0,0
train,1522,0,0
train,1523,0,2
train,1524,0,0
train,1525,0,2
train,1526,0,4
train,1527,0,2
train,1528,0,1
train,1529,0,1
train,1530,0,0
train,1531,0,0
train,1532,0,1
train,1533,0,5
train,1534,0,0
train,1535,0,2
train,1536,0,2
train,1537,0,1
train,1538,0,0
train,1539,0,0
train,1540,0,0
train,1541,0,3
train,1542,0,0
train,1543,0,1
train,1544,0,3
train,1545,0,1
train,1546,0,1
train,1547,0,1
train,1548,0,3
train,1549,0,1
train,1550,0,2
train,1551,0,7
train,1552,0,2
train,1553,0,1
train,1554,0,0
train,1555,0,2
train,1556,0,7
train,1557,0,2
train,1558,0,2
train,1559,0,4
train,1560,0,2
train,1561,0,3
train,1562,0,1
train,1563,0,3
train,1564,0,1
train,1565,0,4
train,1566,0,2
train,1567,0,2
train,1568,0,2
train,1569,0,2
train,1570,0,3
train,1571,0,0
train,1572,0,4
train,1573,0,1
train,1574,0,1
train,1575,0,2
train,1576,0,1
train,1577,0,1
train,1578,0,3
train,1579,0,1
train,1580,0,1
train,1581,0,2
train,1582,0,0
train,1583,0,0
train,1584,0,1
train,1585,0,4
train,1586,0,1
train,1587,0,2
train,1588,0,2
train,1589,0,1
train,1590,0,2
train,1591,0,2
train,1592,0,1
train,1593,0,0
train,1594,0,2
train,1595,0,0
train,1596,0,1
train,1597,0,0
train,1598,0,2
train,1599,0,2
train,1600,0,4
train,1601,0,4
train,1602,0,1
train,1603,0,3
train,1604,0,1
train,1605,0,2
train,1606,0,1
train,1607,0,0
train,1608,0,0
train,1609,0,4
train,1610,0,0
train,1611,0,5
train,1612,0,4
train,1613,0,1
train,1614,0,2
train,1615,0,1
train,1616,0,1
train,1617,0,1
train,1618,0,1
train,1619,0,3
train,1620,0,0
train,1621,0,2
train,1622,0,0
train,1623,0,0
train,1624,0,0
train,1625,0,4
train,1626,0,1
train,1627,0,1
train,1628,0,1
train,1629,0,0
train,1630,0,2
train,1631,0,0
train,1632,0,2
train,1633,0,1
train,1634,0,0
train,1635,0,0
train,1636,0,4
train,1637,0,4
train,1638,0,1
train,1639,0,4
train,1640,0,2
train,1641,0,0
train,1642,0,3
train,1643,0,0
train,1644,0,1
train,1645,0,0
train,1646,0,3
train,1647,0,0
train,1648,0,1
train,1649,0,1
train,1650,0,2
train,1651,0,2
train,1652,0,0
train,1653,0,0
train,1654,0,3
train,1655,0,4
train,1656,0,4
train,1657,0,4
train,1658,0,2
train,1659,0,1
train,1660,0,0
train,1661,0,1
train,1662,0,3
train,1663,0,2
