algorithm,metric,statistic,mean,margin_of_error
Scaffold,loss,max,,
Scaffold,nr x updates,avg,647.1666666666667,8.470803157450064
Scaffold,nr x updates,sum,3883.0,50.82481894469856
Scaffold,nr function calls,avg,0.0,0.0
Scaffold,nr function calls,sum,0.0,0.0
Scaffold,nr gradient calls,avg,207093.3333333333,2710.657010383875
Scaffold,nr gradient calls,sum,1242560.0,16263.942062303657
Scaffold,nr Hessian calls,avg,0.0,0.0
Scaffold,nr Hessian calls,sum,0.0,0.0
Scaffold,nr proximal calls,avg,0.0,0.0
Scaffold,nr proximal calls,sum,0.0,0.0
Scaffold,nr sent messages,avg,248.47167594230558,11.435595647490658
Scaffold,nr sent messages,sum,1739.3017315961392,80.04916953243469
Scaffold,nr received messages,avg,198.6716263628794,5.6270391281295815
Scaffold,nr received messages,sum,1390.701384540156,39.3892738969073
Scaffold,nr sent messages dropped,avg,49.800049579420985,5.808556519359719
Scaffold,nr sent messages dropped,sum,348.6003470559469,40.659895635518694
Scaffold,mse,min,3.1777476255088195,1.0516668777566593
Scaffold,mse,avg,11.040592492085029,45.88112259721153
Scaffold,mse,max,22.136363636363637,113.01970847760273
Scaffold,accuracy,min,0.031207598371777473,0.1724044061896159
Scaffold,accuracy,avg,0.17672998643147897,0.7657629041588776
Scaffold,accuracy,max,0.4090909090909091,1.1637297417799077
Scaffold,balanced accuracy,min,0.11051510167464115,0.030635100384392558
Scaffold,balanced accuracy,avg,0.12536301661858265,0.011849356287188403
Scaffold,balanced accuracy,max,0.14006631918217283,0.05392269787895537
Scaffold,precision,min,0.031207598371777473,0.1724044061896159
Scaffold,precision,avg,0.17672998643147897,0.7657629041588776
Scaffold,precision,max,0.4090909090909091,1.1637297417799077
Scaffold,recall,min,0.031207598371777473,0.1724044061896159
Scaffold,recall,avg,0.17672998643147897,0.7657629041588776
Scaffold,recall,max,0.4090909090909091,1.1637297417799077
Scaffold,client drift from server,min,301414696960.0,3451404583706.3286
Scaffold,client drift from server,avg,356021729621.3334,2757572545810.565
Scaffold,client drift from server,max,480127352832.0,1180691621225.845
Scaffold,fraction selected clients,,0.8022499999999999,0.05823677170746733
Scaffold,server mse,,7.41044776119403,29.110483985116645
Scaffold,server accuracy,,0.18046132971506107,0.37928969361715487
Scaffold,server balanced accuracy,,0.1163735396325255,5.148648202256412e-05
