status,search_stage,candidate_id,algorithm_key,algorithm_group,algorithm_name,variant,server_balanced_accuracy_mean,server_balanced_accuracy_margin_of_error,server_accuracy_mean,validation_loss_mean,validation_loss_margin_of_error,elapsed_seconds,error,step_size,num_local_epochs,mu,server_step_size,beta,beta_1,beta_2,tau,use_momentum,use_prox,use_server_momentum,gamma,rho,local_solver,solver_args.beta1,solver_args.beta2,solver_args.epsilon,solver_args.momentum,alpha,eta,skip_probability
ok,grid,grid_FedOpt_FedAdam_grid_lr_0p0171_e4,fedopt,FedOpt,FedAdam,grid_lr_0p0171_e4,0.7119528135493588,0.0,0.7649905888679752,0.0555226057345568,0.0,3539.271,,0.017108938836330117,4,,0.0035895109437807282,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdam_grid_lr_0p0171_e5,fedopt,FedOpt,FedAdam,grid_lr_0p0171_e5,0.6694979461892686,0.0,0.6926593170207045,0.08918030245936731,0.0,4379.974,,0.017108938836330117,5,,0.014358043775122913,,0.9,0.9,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedYogi_grid_lr_0p00183_e3,fedopt,FedOpt,FedYogi,grid_lr_0p00183_e3,0.6898407524744983,0.0,0.7195482656628126,0.07102295754087877,0.0,2692.66,,0.0018283474695780363,3,,0.00037025744099620887,,0.0,0.999,1e-06,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedYogi_grid_lr_0p00366_e2,fedopt,FedOpt,FedYogi,grid_lr_0p00366_e2,0.6978401674694819,0.0,0.7133638074751277,0.14333414518172385,0.0,1853.47,,0.0036566949391560726,2,,0.00018512872049810444,,0.0,0.999,1e-06,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedYogi_grid_lr_0p00366_e2,fedopt,FedOpt,FedYogi,grid_lr_0p00366_e2,0.6840244678466407,0.0,0.6628125840279645,0.24049834911811904,0.0,1776.227,,0.0036566949391560726,2,,0.00037025744099620887,,0.0,0.999,1e-06,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedYogi_grid_lr_0p00366_e4,fedopt,FedOpt,FedYogi,grid_lr_0p00366_e4,0.703280091180365,0.0,0.7424038720086045,0.04459413091129341,0.0,2950.906,,0.0036566949391560726,4,,0.00018512872049810444,,0.0,0.999,1e-06,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedYogi_grid_lr_0p00731_e3,fedopt,FedOpt,FedYogi,grid_lr_0p00731_e3,0.6904950268284271,0.0,0.7418660930357623,0.08014460509328608,0.0,2227.191,,0.007313389878312145,3,,0.00037025744099620887,,0.0,0.999,1e-06,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedYogi_grid_lr_0p00731_e4,fedopt,FedOpt,FedYogi,grid_lr_0p00731_e4,0.7135925664539464,0.0,0.7523527830061845,0.0476529198324441,0.0,2941.912,,0.007313389878312145,4,,0.00018512872049810444,,0.0,0.999,1e-06,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdagrad_grid_lr_0p01_e1,fedopt,FedOpt,FedAdagrad,grid_lr_0p01_e1,0.432075694624448,0.0,0.355471901048669,4.161622713966772,0.0,810.586,,0.01,1,,0.05,,0.0,,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdagrad_grid_lr_0p01_e2,fedopt,FedOpt,FedAdagrad,grid_lr_0p01_e2,0.6173688265481565,0.0,0.5872546383436408,0.8948746287819822,0.0,1495.992,,0.01,2,,0.0316227766,,0.0,,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdagrad_grid_lr_0p01_e3,fedopt,FedOpt,FedAdagrad,grid_lr_0p01_e3,0.6127614170637843,0.0,0.5923635385856413,0.8566248014840713,0.0,2184.26,,0.01,3,,0.05,,0.0,,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdagrad_grid_lr_0p02_e1,fedopt,FedOpt,FedAdagrad,grid_lr_0p02_e1,0.6449408663976979,0.0,0.6391503092229094,0.8141624605226937,0.0,804.077,,0.02,1,,0.0158113883,,0.0,,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdagrad_grid_lr_0p02_e1,fedopt,FedOpt,FedAdagrad,grid_lr_0p02_e1,0.5273411278568726,0.0,0.4027964506587792,4.926151964025624,0.0,800.005,,0.02,1,,0.0316227766,,0.0,,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdagrad_grid_lr_0p02_e1,fedopt,FedOpt,FedAdagrad,grid_lr_0p02_e1,0.42408651978474277,0.0,0.35224522721161605,4.140884628900672,0.0,788.855,,0.02,1,,0.05,,0.0,,0.001,,,,,,,,,,,,,
ok,grid,grid_FedOpt_FedAdagrad_grid_lr_0p02_e3,fedopt,FedOpt,FedAdagrad,grid_lr_0p02_e3,0.5931501964279671,0.0,0.5630545845657435,0.8845943396674779,0.0,2120.4,,0.02,3,,0.05,,0.0,,0.001,,,,,,,,,,,,,
