algorithm,metric,statistic,mean,margin_of_error
FedPD,nr sent messages dropped,avg,0.0,0.0
FedPD,nr sent messages dropped,sum,0.0,0.0
FedPD,mse,min,2.682496607869742,1.913688908704738
FedPD,mse,avg,3.0152645861601086,1.1220653436174144
FedPD,mse,max,3.5359565807327002,0.5689345404257313
FedPD,accuracy,min,0.5739484396200814,0.10344264371376977
FedPD,accuracy,avg,0.6053821800090458,0.005746813539653783
FedPD,accuracy,max,0.6404341926729986,0.01724044061896146
FedPD,balanced accuracy,min,0.3843009740068269,0.047657058228782134
FedPD,balanced accuracy,avg,0.4380731114612193,0.024663358610244823
FedPD,balanced accuracy,max,0.49717091316898765,0.19443018428581554
FedPD,precision,min,0.5739484396200814,0.10344264371376977
FedPD,precision,avg,0.6053821800090458,0.005746813539653783
FedPD,precision,max,0.6404341926729986,0.01724044061896146
FedPD,recall,min,0.5739484396200814,0.10344264371376977
FedPD,recall,avg,0.6053821800090458,0.005746813539653783
FedPD,recall,max,0.6404341926729986,0.01724044061896146
FedPD,client drift from server,min,0.11896987631917,0.13922906631521698
FedPD,client drift from server,avg,0.17364792401591939,0.2988818264801526
FedPD,client drift from server,max,0.31251784414052963,1.3733726576466023
FedPD,fraction selected clients,,1.0,0.0
FedPD,server mse,,2.7632293080054273,1.2671723854936763
FedPD,server accuracy,,0.6092265943012212,0.01724044061896146
FedPD,server balanced accuracy,,0.4699928473546493,0.018130497871160167
Scaffold,gradient norm,,0.2943166643381119,1.0472969753236423
Scaffold,consensus error,min,0.07481515780091286,0.21452496997988127
Scaffold,consensus error,avg,0.14116467783848444,0.39760819347751786
Scaffold,consensus error,max,0.29127324372529984,1.1250480145247084
Scaffold,loss,min,0.00014761854174139444,0.000563504534169122
Scaffold,loss,avg,0.0015084675840495512,0.002427084447603567
Scaffold,loss,max,0.004744989580820875,0.004397207820324927
Scaffold,nr x updates,avg,1000.0,0.0
Scaffold,nr x updates,sum,6000.0,0.0
Scaffold,nr function calls,avg,0.0,0.0
Scaffold,nr function calls,sum,0.0,0.0
Scaffold,nr gradient calls,avg,320000.0,0.0
Scaffold,nr gradient calls,sum,1920000.0,0.0
Scaffold,nr Hessian calls,avg,0.0,0.0
Scaffold,nr Hessian calls,sum,0.0,0.0
Scaffold,nr proximal calls,avg,0.0,0.0
Scaffold,nr proximal calls,sum,0.0,0.0
Scaffold,nr sent messages,avg,3428.5714285714284,0.0
Scaffold,nr sent messages,sum,24000.0,0.0
Scaffold,nr received messages,avg,3428.5714285714284,0.0
Scaffold,nr received messages,sum,24000.0,0.0
Scaffold,nr sent messages dropped,avg,0.0,0.0
Scaffold,nr sent messages dropped,sum,0.0,0.0
Scaffold,mse,min,2.7191316146540028,1.620601418182391
Scaffold,mse,avg,3.122568973315242,1.985524077950413
Scaffold,mse,max,3.599050203527815,0.26722682959390553
Scaffold,accuracy,min,0.5658073270013568,0.01724044061896146
Scaffold,accuracy,avg,0.6091135232926277,0.09913253355902907
Scaffold,accuracy,max,0.6512890094979646,0.12068308433273134
Scaffold,balanced accuracy,min,0.4207498784756286,0.13511030630791154
Scaffold,balanced accuracy,avg,0.46842475320115917,0.054432227223884966
Scaffold,balanced accuracy,max,0.5205846448048992,0.11287516181461377
Scaffold,precision,min,0.5658073270013568,0.01724044061896146
Scaffold,precision,avg,0.6091135232926277,0.09913253355902907
Scaffold,precision,max,0.6512890094979646,0.12068308433273134
Scaffold,recall,min,0.5658073270013568,0.01724044061896146
Scaffold,recall,avg,0.6091135232926277,0.09913253355902907
Scaffold,recall,max,0.6512890094979646,0.12068308433273134
Scaffold,client drift from server,min,0.06724141910672188,0.18064894660997827
Scaffold,client drift from server,avg,0.13836923924585184,0.3777767385157883
Scaffold,client drift from server,max,0.29716625809669495,1.1553117680302445
Scaffold,fraction selected clients,,1.0,0.0
Scaffold,server mse,,2.566485753052917,0.7327187263058677
Scaffold,server accuracy,,0.641112618724559,0.043101101547403764
Scaffold,server balanced accuracy,,0.5043274308107026,0.08612455737163982
